current,left,current_abb,left_abb,count,year
Nebraska,Virginia,NE,VA,774,2017
Nebraska,Washington,NE,WA,351,2017
Nebraska,West Virginia,NE,WV,164,2017
Nebraska,Wisconsin,NE,WI,694,2017
Nebraska,Wyoming,NE,WY,572,2017
Nevada,California,NV,CA,47513,2017
Nevada,Colorado,NV,CO,8518,2017
Nevada,Connecticut,NV,CT,693,2017
Nevada,Alabama,NV,AL,191,2017
Nevada,Alaska,NV,AK,1024,2017
Nevada,Arizona,NV,AZ,5508,2017
Nevada,Arkansas,NV,AR,551,2017
Nevada,Delaware,NV,DE,517,2017
Nevada,District of Columbia,NV,DC,249,2017
Nevada,Florida,NV,FL,5825,2017
Nevada,Foreign Country4,NV,OR,15985,2017
Nevada,Georgia,NV,GA,1241,2017
Nevada,Hawaii,NV,HI,4231,2017
Nevada,Idaho,NV,ID,3256,2017
Nevada,Illinois,NV,IL,2737,2017
Nevada,Indiana,NV,IN,862,2017
Nevada,Iowa,NV,IA,340,2017
Nevada,Kansas,NV,KS,245,2017
Nevada,Kentucky,NV,KY,539,2017
Nevada,Louisiana,NV,LA,444,2017
Nevada,Maine,NV,ME,82,2017
Nevada,Maryland,NV,MD,1364,2017
Nevada,Massachusetts,NV,MA,838,2017
Nevada,Michigan,NV,MI,2023,2017
Nevada,Minnesota,NV,MN,1687,2017
Nevada,Mississippi,NV,MS,801,2017
Nevada,Missouri,NV,MO,2488,2017
Nevada,Montana,NV,MT,429,2017
Nevada,Nebraska,NV,NE,1151,2017
Nevada,Nevada,NV,NV,NA,2017
Nevada,New Hampshire,NV,NH,90,2017
Nevada,New Jersey,NV,NJ,764,2017
Nevada,New Mexico,NV,NM,1874,2017
Nevada,New York,NV,NY,2280,2017
Nevada,North Carolina,NV,NC,4154,2017
Nevada,North Dakota,NV,ND,153,2017
Nevada,Ohio,NV,OH,2342,2017
Nevada,Oklahoma,NV,OK,368,2017
Nevada,Oregon,NV,OR,3501,2017
Nevada,Pennsylvania,NV,PA,1758,2017
Nevada,Puerto Rico,NV,NA,384,2017
Nevada,Rhode Island,NV,RI,85,2017
Nevada,South Carolina,NV,SC,1561,2017
Nevada,South Dakota,NV,SD,908,2017
Nevada,Tennessee,NV,TN,1022,2017
Nevada,Texas,NV,TX,5346,2017
Nevada,Utah,NV,UT,4410,2017
Nevada,Vermont,NV,VT,237,2017
Nevada,Virginia,NV,VA,1147,2017
Nevada,Washington,NV,WA,5203,2017
Nevada,West Virginia,NV,WV,0,2017
Nevada,Wisconsin,NV,WI,381,2017
Nevada,Wyoming,NV,WY,143,2017
New Hampshire,California,NH,CA,2418,2017
New Hampshire,Colorado,NH,CO,512,2017
New Hampshire,Connecticut,NH,CT,2946,2017
New Hampshire,Alabama,NH,AL,109,2017
New Hampshire,Alaska,NH,AK,151,2017
New Hampshire,Arizona,NH,AZ,190,2017
New Hampshire,Arkansas,NH,AR,185,2017
New Hampshire,Delaware,NH,DE,0,2017
New Hampshire,District of Columbia,NH,DC,102,2017
New Hampshire,Florida,NH,FL,2486,2017
New Hampshire,Foreign Country4,NH,OR,5756,2017
New Hampshire,Georgia,NH,GA,725,2017
New Hampshire,Hawaii,NH,HI,307,2017
New Hampshire,Idaho,NH,ID,0,2017
New Hampshire,Illinois,NH,IL,968,2017
New Hampshire,Indiana,NH,IN,311,2017
New Hampshire,Iowa,NH,IA,67,2017
New Hampshire,Kansas,NH,KS,0,2017
New Hampshire,Kentucky,NH,KY,45,2017
New Hampshire,Louisiana,NH,LA,47,2017
New Hampshire,Maine,NH,ME,3950,2017
New Hampshire,Maryland,NH,MD,834,2017
New Hampshire,Massachusetts,NH,MA,21734,2017
New Hampshire,Michigan,NH,MI,109,2017
New Hampshire,Minnesota,NH,MN,43,2017
New Hampshire,Mississippi,NH,MS,0,2017
New Hampshire,Missouri,NH,MO,205,2017
New Hampshire,Montana,NH,MT,0,2017
New Hampshire,Nebraska,NH,NE,0,2017
New Hampshire,Nevada,NH,NV,1083,2017
New Hampshire,New Hampshire,NH,NH,NA,2017
New Hampshire,New Jersey,NH,NJ,615,2017
New Hampshire,New Mexico,NH,NM,0,2017
New Hampshire,New York,NH,NY,4123,2017
New Hampshire,North Carolina,NH,NC,1113,2017
New Hampshire,North Dakota,NH,ND,0,2017
New Hampshire,Ohio,NH,OH,34,2017
New Hampshire,Oklahoma,NH,OK,259,2017
New Hampshire,Oregon,NH,OR,136,2017
New Hampshire,Pennsylvania,NH,PA,1867,2017
New Hampshire,Puerto Rico,NH,NA,547,2017
New Hampshire,Rhode Island,NH,RI,582,2017
New Hampshire,South Carolina,NH,SC,439,2017
New Hampshire,South Dakota,NH,SD,224,2017
New Hampshire,Tennessee,NH,TN,167,2017
New Hampshire,Texas,NH,TX,1200,2017
New Hampshire,Utah,NH,UT,30,2017
New Hampshire,Vermont,NH,VT,1874,2017
New Hampshire,Virginia,NH,VA,460,2017
New Hampshire,Washington,NH,WA,146,2017
New Hampshire,West Virginia,NH,WV,0,2017
New Hampshire,Wisconsin,NH,WI,97,2017
New Hampshire,Wyoming,NH,WY,0,2017
New Jersey,California,NJ,CA,7968,2017
New Jersey,Colorado,NJ,CO,1099,2017
New Jersey,Connecticut,NJ,CT,5324,2017
New Jersey,Alabama,NJ,AL,169,2017
New Jersey,Alaska,NJ,AK,610,2017
New Jersey,Arizona,NJ,AZ,898,2017
New Jersey,Arkansas,NJ,AR,175,2017
New Jersey,Delaware,NJ,DE,1543,2017
New Jersey,District of Columbia,NJ,DC,662,2017
New Jersey,Florida,NJ,FL,9038,2017
New Jersey,Foreign Country4,NJ,OR,74971,2017
New Jersey,Georgia,NJ,GA,3094,2017
New Jersey,Hawaii,NJ,HI,353,2017
New Jersey,Idaho,NJ,ID,321,2017
New Jersey,Illinois,NJ,IL,2517,2017
New Jersey,Indiana,NJ,IN,884,2017
New Jersey,Iowa,NJ,IA,22,2017
New Jersey,Kansas,NJ,KS,1250,2017
New Jersey,Kentucky,NJ,KY,312,2017
New Jersey,Louisiana,NJ,LA,297,2017
New Jersey,Maine,NJ,ME,254,2017
New Jersey,Maryland,NJ,MD,4817,2017
New Jersey,Massachusetts,NJ,MA,2599,2017
New Jersey,Michigan,NJ,MI,1676,2017
New Jersey,Minnesota,NJ,MN,894,2017
New Jersey,Mississippi,NJ,MS,78,2017
New Jersey,Missouri,NJ,MO,761,2017
New Jersey,Montana,NJ,MT,54,2017
New Jersey,Nebraska,NJ,NE,364,2017
New Jersey,Nevada,NJ,NV,237,2017
New Jersey,New Hampshire,NJ,NH,115,2017
New Jersey,New Jersey,NJ,NJ,NA,2017
New Jersey,New Mexico,NJ,NM,0,2017
New Jersey,New York,NJ,NY,57235,2017
New Jersey,North Carolina,NJ,NC,3151,2017
New Jersey,North Dakota,NJ,ND,171,2017
New Jersey,Ohio,NJ,OH,1828,2017
New Jersey,Oklahoma,NJ,OK,327,2017
New Jersey,Oregon,NJ,OR,809,2017
New Jersey,Pennsylvania,NJ,PA,22129,2017
New Jersey,Puerto Rico,NJ,NA,4195,2017
New Jersey,Rhode Island,NJ,RI,597,2017
New Jersey,South Carolina,NJ,SC,1288,2017
New Jersey,South Dakota,NJ,SD,0,2017
New Jersey,Tennessee,NJ,TN,715,2017
New Jersey,Texas,NJ,TX,6591,2017
New Jersey,Utah,NJ,UT,269,2017
New Jersey,Vermont,NJ,VT,274,2017
New Jersey,Virginia,NJ,VA,5750,2017
New Jersey,Washington,NJ,WA,1135,2017
New Jersey,West Virginia,NJ,WV,329,2017
New Jersey,Wisconsin,NJ,WI,1013,2017
New Jersey,Wyoming,NJ,WY,110,2017
New Mexico,California,NM,CA,6897,2017
New Mexico,Colorado,NM,CO,3578,2017
New Mexico,Connecticut,NM,CT,0,2017
New Mexico,Alabama,NM,AL,770,2017
New Mexico,Alaska,NM,AK,1470,2017
New Mexico,Arizona,NM,AZ,7129,2017
New Mexico,Arkansas,NM,AR,258,2017
New Mexico,Delaware,NM,DE,0,2017
New Mexico,District of Columbia,NM,DC,138,2017
New Mexico,Florida,NM,FL,1029,2017
New Mexico,Foreign Country4,NM,OR,10457,2017
New Mexico,Georgia,NM,GA,413,2017
New Mexico,Hawaii,NM,HI,509,2017
New Mexico,Idaho,NM,ID,608,2017
New Mexico,Illinois,NM,IL,1297,2017
New Mexico,Indiana,NM,IN,1177,2017
New Mexico,Iowa,NM,IA,484,2017
New Mexico,Kansas,NM,KS,134,2017
New Mexico,Kentucky,NM,KY,194,2017
New Mexico,Louisiana,NM,LA,884,2017
New Mexico,Maine,NM,ME,0,2017
New Mexico,Maryland,NM,MD,935,2017
New Mexico,Massachusetts,NM,MA,349,2017
New Mexico,Michigan,NM,MI,495,2017
New Mexico,Minnesota,NM,MN,307,2017
New Mexico,Mississippi,NM,MS,421,2017
New Mexico,Missouri,NM,MO,611,2017
New Mexico,Montana,NM,MT,982,2017
New Mexico,Nebraska,NM,NE,261,2017
New Mexico,Nevada,NM,NV,1008,2017
New Mexico,New Hampshire,NM,NH,77,2017
New Mexico,New Jersey,NM,NJ,196,2017
New Mexico,New Mexico,NM,NM,NA,2017
New Mexico,New York,NM,NY,886,2017
New Mexico,North Carolina,NM,NC,261,2017
New Mexico,North Dakota,NM,ND,215,2017
New Mexico,Ohio,NM,OH,579,2017
New Mexico,Oklahoma,NM,OK,630,2017
New Mexico,Oregon,NM,OR,544,2017
New Mexico,Pennsylvania,NM,PA,412,2017
New Mexico,Puerto Rico,NM,NA,131,2017
New Mexico,Rhode Island,NM,RI,291,2017
New Mexico,South Carolina,NM,SC,730,2017
New Mexico,South Dakota,NM,SD,100,2017
New Mexico,Tennessee,NM,TN,431,2017
New Mexico,Texas,NM,TX,16356,2017
New Mexico,Utah,NM,UT,411,2017
New Mexico,Vermont,NM,VT,0,2017
New Mexico,Virginia,NM,VA,1694,2017
New Mexico,Washington,NM,WA,563,2017
New Mexico,West Virginia,NM,WV,0,2017
New Mexico,Wisconsin,NM,WI,274,2017
New Mexico,Wyoming,NM,WY,267,2017
New York,California,NY,CA,24982,2017
New York,Colorado,NY,CO,3104,2017
New York,Connecticut,NY,CT,17340,2017
New York,Alabama,NY,AL,1849,2017
New York,Alaska,NY,AK,1049,2017
New York,Arizona,NY,AZ,3826,2017
New York,Arkansas,NY,AR,1209,2017
New York,Delaware,NY,DE,1203,2017
New York,District of Columbia,NY,DC,4401,2017
New York,Florida,NY,FL,28145,2017
New York,Foreign Country4,NY,OR,138251,2017
New York,Georgia,NY,GA,11328,2017
New York,Hawaii,NY,HI,1740,2017
New York,Idaho,NY,ID,1088,2017
New York,Illinois,NY,IL,6879,2017
New York,Indiana,NY,IN,2657,2017
New York,Iowa,NY,IA,2050,2017
New York,Kansas,NY,KS,1381,2017
New York,Kentucky,NY,KY,1216,2017
New York,Louisiana,NY,LA,1416,2017
New York,Maine,NY,ME,1611,2017
New York,Maryland,NY,MD,8499,2017
New York,Massachusetts,NY,MA,14775,2017
New York,Michigan,NY,MI,3088,2017
New York,Minnesota,NY,MN,1973,2017
New York,Mississippi,NY,MS,758,2017
New York,Missouri,NY,MO,4014,2017
New York,Montana,NY,MT,597,2017
New York,Nebraska,NY,NE,98,2017
New York,Nevada,NY,NV,2273,2017
New York,New Hampshire,NY,NH,1997,2017
New York,New Jersey,NY,NJ,34953,2017
New York,New Mexico,NY,NM,615,2017
New York,New York,NY,NY,NA,2017
New York,North Carolina,NY,NC,12000,2017
New York,North Dakota,NY,ND,449,2017
New York,Ohio,NY,OH,7863,2017
New York,Oklahoma,NY,OK,2015,2017
New York,Oregon,NY,OR,1658,2017
New York,Pennsylvania,NY,PA,25006,2017
New York,Puerto Rico,NY,NA,5910,2017
New York,Rhode Island,NY,RI,2654,2017
New York,South Carolina,NY,SC,6044,2017
New York,South Dakota,NY,SD,125,2017
New York,Tennessee,NY,TN,4072,2017
New York,Texas,NY,TX,10058,2017
New York,Utah,NY,UT,334,2017
New York,Vermont,NY,VT,2929,2017
New York,Virginia,NY,VA,10677,2017
New York,Washington,NY,WA,5529,2017
New York,West Virginia,NY,WV,402,2017
New York,Wisconsin,NY,WI,1269,2017
New York,Wyoming,NY,WY,54,2017
North Carolina,California,NC,CA,22469,2017
North Carolina,Colorado,NC,CO,4021,2017
North Carolina,Connecticut,NC,CT,5780,2017
North Carolina,Alabama,NC,AL,4526,2017
North Carolina,Alaska,NC,AK,1401,2017
North Carolina,Arizona,NC,AZ,5624,2017
North Carolina,Arkansas,NC,AR,747,2017
North Carolina,Delaware,NC,DE,1186,2017
North Carolina,District of Columbia,NC,DC,2183,2017
North Carolina,Florida,NC,FL,33594,2017
North Carolina,Foreign Country4,NC,OR,52666,2017
North Carolina,Georgia,NC,GA,16892,2017
North Carolina,Hawaii,NC,HI,1463,2017
North Carolina,Idaho,NC,ID,97,2017
North Carolina,Illinois,NC,IL,6013,2017
North Carolina,Indiana,NC,IN,4392,2017
North Carolina,Iowa,NC,IA,978,2017
North Carolina,Kansas,NC,KS,1590,2017
North Carolina,Kentucky,NC,KY,1531,2017
North Carolina,Louisiana,NC,LA,3491,2017
North Carolina,Maine,NC,ME,1014,2017
North Carolina,Maryland,NC,MD,10899,2017
North Carolina,Massachusetts,NC,MA,7605,2017
North Carolina,Michigan,NC,MI,5404,2017
North Carolina,Minnesota,NC,MN,2769,2017
North Carolina,Mississippi,NC,MS,1723,2017
North Carolina,Missouri,NC,MO,4394,2017
North Carolina,Montana,NC,MT,433,2017
North Carolina,Nebraska,NC,NE,259,2017
North Carolina,Nevada,NC,NV,1758,2017
North Carolina,New Hampshire,NC,NH,273,2017
North Carolina,New Jersey,NC,NJ,11559,2017
North Carolina,New Mexico,NC,NM,1047,2017
North Carolina,New York,NC,NY,27031,2017
North Carolina,North Carolina,NC,NC,NA,2017
North Carolina,North Dakota,NC,ND,571,2017
North Carolina,Ohio,NC,OH,11359,2017
North Carolina,Oklahoma,NC,OK,1260,2017
North Carolina,Oregon,NC,OR,1778,2017
North Carolina,Pennsylvania,NC,PA,12542,2017
North Carolina,Puerto Rico,NC,NA,3011,2017
North Carolina,Rhode Island,NC,RI,234,2017
North Carolina,South Carolina,NC,SC,28508,2017
North Carolina,South Dakota,NC,SD,12,2017
North Carolina,Tennessee,NC,TN,8416,2017
North Carolina,Texas,NC,TX,14655,2017
North Carolina,Utah,NC,UT,623,2017
North Carolina,Vermont,NC,VT,524,2017
North Carolina,Virginia,NC,VA,27833,2017
North Carolina,Washington,NC,WA,5896,2017
North Carolina,West Virginia,NC,WV,3423,2017
North Carolina,Wisconsin,NC,WI,1895,2017
North Carolina,Wyoming,NC,WY,159,2017
North Dakota,California,ND,CA,4051,2017
North Dakota,Colorado,ND,CO,995,2017
North Dakota,Connecticut,ND,CT,0,2017
North Dakota,Alabama,ND,AL,53,2017
North Dakota,Alaska,ND,AK,152,2017
North Dakota,Arizona,ND,AZ,564,2017
North Dakota,Arkansas,ND,AR,48,2017
North Dakota,Delaware,ND,DE,167,2017
North Dakota,District of Columbia,ND,DC,0,2017
North Dakota,Florida,ND,FL,1255,2017
North Dakota,Foreign Country4,ND,OR,5209,2017
North Dakota,Georgia,ND,GA,58,2017
North Dakota,Hawaii,ND,HI,292,2017
North Dakota,Idaho,ND,ID,858,2017
North Dakota,Illinois,ND,IL,302,2017
North Dakota,Indiana,ND,IN,74,2017
North Dakota,Iowa,ND,IA,652,2017
North Dakota,Kansas,ND,KS,96,2017
North Dakota,Kentucky,ND,KY,26,2017
North Dakota,Louisiana,ND,LA,214,2017
North Dakota,Maine,ND,ME,0,2017
North Dakota,Maryland,ND,MD,95,2017
North Dakota,Massachusetts,ND,MA,135,2017
North Dakota,Michigan,ND,MI,709,2017
North Dakota,Minnesota,ND,MN,13844,2017
North Dakota,Mississippi,ND,MS,372,2017
North Dakota,Missouri,ND,MO,0,2017
North Dakota,Montana,ND,MT,1071,2017
North Dakota,Nebraska,ND,NE,517,2017
North Dakota,Nevada,ND,NV,16,2017
North Dakota,New Hampshire,ND,NH,0,2017
North Dakota,New Jersey,ND,NJ,232,2017
North Dakota,New Mexico,ND,NM,89,2017
North Dakota,New York,ND,NY,247,2017
North Dakota,North Carolina,ND,NC,0,2017
North Dakota,North Dakota,ND,ND,NA,2017
North Dakota,Ohio,ND,OH,33,2017
North Dakota,Oklahoma,ND,OK,224,2017
North Dakota,Oregon,ND,OR,716,2017
North Dakota,Pennsylvania,ND,PA,1070,2017
North Dakota,Puerto Rico,ND,NA,664,2017
North Dakota,Rhode Island,ND,RI,0,2017
North Dakota,South Carolina,ND,SC,546,2017
North Dakota,South Dakota,ND,SD,1653,2017
North Dakota,Tennessee,ND,TN,478,2017
North Dakota,Texas,ND,TX,1678,2017
North Dakota,Utah,ND,UT,247,2017
North Dakota,Vermont,ND,VT,0,2017
North Dakota,Virginia,ND,VA,434,2017
North Dakota,Washington,ND,WA,1362,2017
North Dakota,West Virginia,ND,WV,0,2017
North Dakota,Wisconsin,ND,WI,861,2017
North Dakota,Wyoming,ND,WY,829,2017
Ohio,California,OH,CA,11286,2017
Ohio,Colorado,OH,CO,3209,2017
Ohio,Connecticut,OH,CT,2478,2017
Ohio,Alabama,OH,AL,2487,2017
Ohio,Alaska,OH,AK,79,2017
Ohio,Arizona,OH,AZ,3143,2017
Ohio,Arkansas,OH,AR,683,2017
Ohio,Delaware,OH,DE,406,2017
Ohio,District of Columbia,OH,DC,1165,2017
Ohio,Florida,OH,FL,15843,2017
Ohio,Foreign Country4,OH,OR,41556,2017
Ohio,Georgia,OH,GA,6133,2017
Ohio,Hawaii,OH,HI,285,2017
Ohio,Idaho,OH,ID,660,2017
Ohio,Illinois,OH,IL,9676,2017
Ohio,Indiana,OH,IN,10007,2017
Ohio,Iowa,OH,IA,1687,2017
Ohio,Kansas,OH,KS,2169,2017
Ohio,Kentucky,OH,KY,15435,2017
Ohio,Louisiana,OH,LA,823,2017
Ohio,Maine,OH,ME,369,2017
Ohio,Maryland,OH,MD,4416,2017
Ohio,Massachusetts,OH,MA,3030,2017
Ohio,Michigan,OH,MI,11424,2017
Ohio,Minnesota,OH,MN,1362,2017
Ohio,Mississippi,OH,MS,573,2017
Ohio,Missouri,OH,MO,2515,2017
Ohio,Montana,OH,MT,439,2017
Ohio,Nebraska,OH,NE,619,2017
Ohio,Nevada,OH,NV,847,2017
Ohio,New Hampshire,OH,NH,692,2017
Ohio,New Jersey,OH,NJ,3252,2017
Ohio,New Mexico,OH,NM,525,2017
Ohio,New York,OH,NY,13157,2017
Ohio,North Carolina,OH,NC,7847,2017
Ohio,North Dakota,OH,ND,350,2017
Ohio,Ohio,OH,OH,NA,2017
Ohio,Oklahoma,OH,OK,936,2017
Ohio,Oregon,OH,OR,854,2017
Ohio,Pennsylvania,OH,PA,15666,2017
Ohio,Puerto Rico,OH,NA,3765,2017
Ohio,Rhode Island,OH,RI,177,2017
Ohio,South Carolina,OH,SC,3714,2017
Ohio,South Dakota,OH,SD,26,2017
Ohio,Tennessee,OH,TN,6127,2017
Ohio,Texas,OH,TX,12108,2017
Ohio,Utah,OH,UT,2100,2017
Ohio,Vermont,OH,VT,364,2017
Ohio,Virginia,OH,VA,5224,2017
Ohio,Washington,OH,WA,2960,2017
Ohio,West Virginia,OH,WV,7343,2017
Ohio,Wisconsin,OH,WI,2011,2017
Ohio,Wyoming,OH,WY,248,2017
Oklahoma,California,OK,CA,7174,2017
Oklahoma,Colorado,OK,CO,3474,2017
Oklahoma,Connecticut,OK,CT,99,2017
Oklahoma,Alabama,OK,AL,1133,2017
Oklahoma,Alaska,OK,AK,1004,2017
Oklahoma,Arizona,OK,AZ,1931,2017
Oklahoma,Arkansas,OK,AR,6835,2017
Oklahoma,Delaware,OK,DE,0,2017
Oklahoma,District of Columbia,OK,DC,36,2017
Oklahoma,Florida,OK,FL,4233,2017
Oklahoma,Foreign Country4,OK,OR,14449,2017
Oklahoma,Georgia,OK,GA,2164,2017
Oklahoma,Hawaii,OK,HI,129,2017
Oklahoma,Idaho,OK,ID,338,2017
Oklahoma,Illinois,OK,IL,1959,2017
Oklahoma,Indiana,OK,IN,1303,2017
Oklahoma,Iowa,OK,IA,1301,2017
Oklahoma,Kansas,OK,KS,8159,2017
Oklahoma,Kentucky,OK,KY,1363,2017
Oklahoma,Louisiana,OK,LA,2393,2017
Oklahoma,Maine,OK,ME,48,2017
Oklahoma,Maryland,OK,MD,982,2017
Oklahoma,Massachusetts,OK,MA,248,2017
Oklahoma,Michigan,OK,MI,257,2017
Oklahoma,Minnesota,OK,MN,1083,2017
Oklahoma,Mississippi,OK,MS,1539,2017
Oklahoma,Missouri,OK,MO,3209,2017
Oklahoma,Montana,OK,MT,594,2017
Oklahoma,Nebraska,OK,NE,144,2017
Oklahoma,Nevada,OK,NV,801,2017
Oklahoma,New Hampshire,OK,NH,45,2017
Oklahoma,New Jersey,OK,NJ,231,2017
Oklahoma,New Mexico,OK,NM,1899,2017
Oklahoma,New York,OK,NY,1930,2017
Oklahoma,North Carolina,OK,NC,1483,2017
Oklahoma,North Dakota,OK,ND,98,2017
Oklahoma,Ohio,OK,OH,1143,2017
Oklahoma,Oklahoma,OK,OK,NA,2017
Oklahoma,Oregon,OK,OR,841,2017
Oklahoma,Pennsylvania,OK,PA,611,2017
Oklahoma,Puerto Rico,OK,NA,386,2017
Oklahoma,Rhode Island,OK,RI,216,2017
Oklahoma,South Carolina,OK,SC,797,2017
Oklahoma,South Dakota,OK,SD,27,2017
Oklahoma,Tennessee,OK,TN,2337,2017
Oklahoma,Texas,OK,TX,32430,2017
Oklahoma,Utah,OK,UT,204,2017
Oklahoma,Vermont,OK,VT,37,2017
Oklahoma,Virginia,OK,VA,921,2017
Oklahoma,Washington,OK,WA,2018,2017
Oklahoma,West Virginia,OK,WV,0,2017
Oklahoma,Wisconsin,OK,WI,509,2017
Oklahoma,Wyoming,OK,WY,251,2017
Oregon,California,OR,CA,50109,2017
Oregon,Colorado,OR,CO,3185,2017
Oregon,Connecticut,OR,CT,355,2017
Oregon,Alabama,OR,AL,179,2017
Oregon,Alaska,OR,AK,2808,2017
Oregon,Arizona,OR,AZ,6938,2017
Oregon,Arkansas,OR,AR,526,2017
Oregon,Delaware,OR,DE,85,2017
Oregon,District of Columbia,OR,DC,60,2017
Oregon,Florida,OR,FL,3266,2017
Oregon,Foreign Country4,OR,OR,25784,2017
Oregon,Georgia,OR,GA,1308,2017
Oregon,Hawaii,OR,HI,2671,2017
Oregon,Idaho,OR,ID,4444,2017
Oregon,Illinois,OR,IL,4110,2017
Oregon,Indiana,OR,IN,750,2017
Oregon,Iowa,OR,IA,549,2017
Oregon,Kansas,OR,KS,1298,2017
Oregon,Kentucky,OR,KY,129,2017
Oregon,Louisiana,OR,LA,1461,2017
Oregon,Maine,OR,ME,204,2017
Oregon,Maryland,OR,MD,1384,2017
Oregon,Massachusetts,OR,MA,822,2017
Oregon,Michigan,OR,MI,1642,2017
Oregon,Minnesota,OR,MN,930,2017
Oregon,Mississippi,OR,MS,367,2017
Oregon,Missouri,OR,MO,1637,2017
Oregon,Montana,OR,MT,1004,2017
Oregon,Nebraska,OR,NE,368,2017
Oregon,Nevada,OR,NV,2802,2017
Oregon,New Hampshire,OR,NH,266,2017
Oregon,New Jersey,OR,NJ,475,2017
Oregon,New Mexico,OR,NM,1046,2017
Oregon,New York,OR,NY,2491,2017
Oregon,North Carolina,OR,NC,955,2017
Oregon,North Dakota,OR,ND,461,2017
Oregon,Ohio,OR,OH,874,2017
Oregon,Oklahoma,OR,OK,1121,2017
Oregon,Oregon,OR,OR,NA,2017
Oregon,Pennsylvania,OR,PA,1138,2017
Oregon,Puerto Rico,OR,NA,0,2017
Oregon,Rhode Island,OR,RI,159,2017
Oregon,South Carolina,OR,SC,415,2017
Oregon,South Dakota,OR,SD,576,2017
Oregon,Tennessee,OR,TN,1115,2017
Oregon,Texas,OR,TX,7049,2017
Oregon,Utah,OR,UT,4103,2017
Oregon,Vermont,OR,VT,308,2017
Oregon,Virginia,OR,VA,3566,2017
Oregon,Washington,OR,WA,26150,2017
Oregon,West Virginia,OR,WV,257,2017
Oregon,Wisconsin,OR,WI,1370,2017
Oregon,Wyoming,OR,WY,227,2017
Pennsylvania,California,PA,CA,10995,2017
Pennsylvania,Colorado,PA,CO,2786,2017
Pennsylvania,Connecticut,PA,CT,3937,2017
Pennsylvania,Alabama,PA,AL,1416,2017
Pennsylvania,Alaska,PA,AK,294,2017
Pennsylvania,Arizona,PA,AZ,3266,2017
Pennsylvania,Arkansas,PA,AR,292,2017
Pennsylvania,Delaware,PA,DE,8913,2017
Pennsylvania,District of Columbia,PA,DC,3339,2017
Pennsylvania,Florida,PA,FL,17094,2017
Pennsylvania,Foreign Country4,PA,OR,51030,2017
Pennsylvania,Georgia,PA,GA,5249,2017
Pennsylvania,Hawaii,PA,HI,1639,2017
Pennsylvania,Idaho,PA,ID,442,2017
Pennsylvania,Illinois,PA,IL,5047,2017
Pennsylvania,Indiana,PA,IN,3667,2017
Pennsylvania,Iowa,PA,IA,592,2017
Pennsylvania,Kansas,PA,KS,449,2017
Pennsylvania,Kentucky,PA,KY,2136,2017
Pennsylvania,Louisiana,PA,LA,1050,2017
Pennsylvania,Maine,PA,ME,1156,2017
Pennsylvania,Maryland,PA,MD,19880,2017
Pennsylvania,Massachusetts,PA,MA,6074,2017
Pennsylvania,Michigan,PA,MI,3312,2017
Pennsylvania,Minnesota,PA,MN,1630,2017
Pennsylvania,Mississippi,PA,MS,1615,2017
Pennsylvania,Missouri,PA,MO,936,2017
Pennsylvania,Montana,PA,MT,71,2017
Pennsylvania,Nebraska,PA,NE,447,2017
Pennsylvania,Nevada,PA,NV,1341,2017
Pennsylvania,New Hampshire,PA,NH,1715,2017
Pennsylvania,New Jersey,PA,NJ,39487,2017
Pennsylvania,New Mexico,PA,NM,760,2017
Pennsylvania,New York,PA,NY,40272,2017
Pennsylvania,North Carolina,PA,NC,8950,2017
Pennsylvania,North Dakota,PA,ND,406,2017
Pennsylvania,Ohio,PA,OH,11234,2017
Pennsylvania,Oklahoma,PA,OK,679,2017
Pennsylvania,Oregon,PA,OR,1325,2017
Pennsylvania,Pennsylvania,PA,PA,NA,2017
Pennsylvania,Puerto Rico,PA,NA,7783,2017
Pennsylvania,Rhode Island,PA,RI,1055,2017
Pennsylvania,South Carolina,PA,SC,4570,2017
Pennsylvania,South Dakota,PA,SD,652,2017
Pennsylvania,Tennessee,PA,TN,2249,2017
Pennsylvania,Texas,PA,TX,7226,2017
Pennsylvania,Utah,PA,UT,1182,2017
Pennsylvania,Vermont,PA,VT,1853,2017
Pennsylvania,Virginia,PA,VA,8417,2017
Pennsylvania,Washington,PA,WA,3199,2017
Pennsylvania,West Virginia,PA,WV,4128,2017
Pennsylvania,Wisconsin,PA,WI,1696,2017
Pennsylvania,Wyoming,PA,WY,0,2017
Rhode Island,California,RI,CA,2418,2017
Rhode Island,Colorado,RI,CO,425,2017
Rhode Island,Connecticut,RI,CT,3194,2017
Rhode Island,Alabama,RI,AL,135,2017
Rhode Island,Alaska,RI,AK,109,2017
Rhode Island,Arizona,RI,AZ,101,2017
Rhode Island,Arkansas,RI,AR,175,2017
Rhode Island,Delaware,RI,DE,0,2017
Rhode Island,District of Columbia,RI,DC,0,2017
Rhode Island,Florida,RI,FL,4010,2017
Rhode Island,Foreign Country4,RI,OR,5743,2017
Rhode Island,Georgia,RI,GA,917,2017
Rhode Island,Hawaii,RI,HI,59,2017
Rhode Island,Idaho,RI,ID,34,2017
Rhode Island,Illinois,RI,IL,207,2017
Rhode Island,Indiana,RI,IN,247,2017
Rhode Island,Iowa,RI,IA,66,2017
Rhode Island,Kansas,RI,KS,0,2017
Rhode Island,Kentucky,RI,KY,0,2017
Rhode Island,Louisiana,RI,LA,281,2017
